id,question,hop_count,reasoning_path,variant_type
41,"Trần Thị Nguyệt Thu là tiền nhiệm của ai trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, và người cuối cùng giữ chức vụ Bí thư Tỉnh ủy Bắc Giang trong giai đoạn nào?
A) Nguyễn Đình Khang - Trần Văn Phác - Nguyễn Chánh, Chí Thuần - từ 2005 đến 2007
B) Phan Thị Thanh Tâm - Võ Văn Thưởng - Nông Quốc Tuấn - từ 2010-08-03 đến 2012-06-04
C) Đặng Hồng Sỹ - Đặng Thị Ngọc Thịnh - Nguyễn Văn Du, Nguyễn Huy Du - từ 2019 đến 2021
D) Phạm Quý Tỵ - Đỗ Phương Thuấn - Kim Ngọc - từ 2004 đến 2006",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2010-08-03 đến 2012-06-04""]",Normal
42,"Nguyễn Vĩnh Nghiệp là tiền nhiệm của ai trong chức vụ Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, và người đó giữ chức vụ Chủ tịch danh dự Hội Chữ Thập đỏ Việt Nam trong giai đoạn nào?
A) Tào Đức Thắng - từ 2010 đến 2014
B) Nguyễn Công Nghiệp - từ 2007 đến 2011
C) Trương Tấn Sang - từ 2012-07-05 đến 2016-08-16
D) Đặng Quốc Bảo - từ 2021 đến 2025",2,"[""pol138738"", ""PRECEDED"", ""pol106424"", ""TERM_DURATION"", ""DURATION_từ 2012-07-05 đến 2016-08-16""]",Normal
43,"Nguyễn Chấn kế nhiệm ai trong chức vụ Bộ trưởng Bộ Điện và Than, và người đó sinh ở đâu?
A) Nguyễn Hòa Bình - Bạc Liêu
B) Nguyễn Thị Quyết Tâm - Quảng Bình
C) Nguyễn Khắc Hưng - Hà Nam
D) Nguyễn Hữu Mai - Quảng Trị",2,"[""pol19488682"", ""SUCCEEDED"", ""pol1519379"", ""BORN_AT"", ""loc3706112_001""]",Normal
44,"Phạm Gia Khiêm kế nhiệm ai trong chức vụ Bộ trưởng Bộ Khoa học, Công nghệ và Môi trường, và người đó sinh ở đâu?
A) Đặng Hữu - Gia Lai
B) Nguyễn Đắc Quỳnh - Bình Định
C) Phạm Minh Thắng - Hà Giang
D) Hà Hùng Cường - Hải Dương",2,"[""pol55714"", ""SUCCEEDED"", ""pol1406006"", ""BORN_AT"", ""loc324793_001""]",Normal
45,"Lương Cường kế nhiệm ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, và người cuối cùng có học vị gì?
A) Tô Lâm - Nguyễn Phú Trọng - Tiến sĩ
B) Đinh Huy Hiệu - Vương Đình Huệ - Đại học chuyên ngành Trồng trọt
C) Lý Thái Hải - Dương Thái Nguyên - Đại học chuyên ngành Kinh tế công nghiệp
D) Trần Hoàn - Đinh Hữu Cường - Đại học An ninh",3,"[""pol3161938"", ""SUCCEEDED"", ""pol808289"", ""SUCCEEDED"", ""pol46636"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
46,"Phạm Minh Chính kế nhiệm ai trong chức vụ Trưởng ban Tổ chức Trung ương, và người đó giữ chức vụ Giám đốc Học viện Chính trị Quốc gia Hồ Chí Minh trong giai đoạn nào?
A) Trần Thị Hoa Ry - từ 2008 đến 2010
B) Trương Chí Trung - từ 2006 đến 2008
C) Vũ Hải Hà - từ 1997 đến 1999
D) Tô Huy Rứa - từ 2004-04 đến 2006-04",2,"[""pol436788"", ""SUCCEEDED"", ""pol318392"", ""TERM_DURATION"", ""DURATION_từ 2004-04 đến 2006-04""]",Normal
47,"Đặng Vũ Minh kế nhiệm ai trong chức vụ Chủ tịch Viện Khoa học và Công nghệ Việt Nam, và người đó nhận giải thưởng gì?
A) Phạm Quốc Khánh - Huân chương Hữu nghị Campuchia
B) Nguyễn Văn Sơn - Huân chương Bắc đẩu Bội tinh hạng Nhất
C) Nguyễn Văn Hiệu - Huân chương Hữu nghị
D) Võ Văn Kim, (Vũ Trọng Kim) - Huân chương Độc lập hạng nhì",2,"[""pol237619"", ""SUCCEEDED"", ""pol55279"", ""AWARDED"", ""awa55279_002""]",Normal
48,"Lê Minh Trí kế nhiệm ai trong chức vụ Viện trưởng Viện kiểm sát nhân dân tối cao, và người đó phục vụ trong đơn vị nào?
A) Huỳnh Vĩnh Ái - Bộ Tư lệnh Bộ đội Biên phòng
B) Nguyễn Hòa Bình - Công an nhân dân Việt Nam
C) Nguyễn Lâm Thành - Quân chủng Hải quân Việt Nam
D) Phạm Đình Phú - Quân chủng Hải quân",2,"[""pol1749503"", ""SUCCEEDED"", ""pol806867"", ""SERVED_IN"", ""mil436788_001""]",Normal
49,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng giữ chức vụ Phó Bí thư Thành ủy Thành phố Hồ Chí Minh trong giai đoạn nào?
A) Đồng Văn Lâm - Đặng Huỳnh Mai - từ 2022 đến 2024
B) Trần Lưu Quang - Phan Văn Mãi - từ 2023-12-29 đến 2025-02-18
C) Dương Thanh Biểu - Đặng Quang Phương - từ 2022 đến 2024
D) Vũ Đại Thắng - Chu Tuấn Nhạ - từ 2022 đến 2024",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2023-12-29 đến 2025-02-18""]",Normal
50,"Bùi Ngọc Hòa kế nhiệm ai trong chức vụ Phó Chánh án Thường trực Tòa án nhân dân tối cao Việt Nam, và người đó sinh năm bao nhiêu?
A) Dương Anh Đức - 1945
B) Huỳnh Cách Mạng - 1955
C) Đặng Quang Phương - 1953
D) Nguyễn Văn Minh - 1957",2,"[""pol7515124"", ""SUCCEEDED"", ""pol7509983"", ""BORN_YEAR"", ""YEAR_1953""]",Normal
51,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, người đó kế nhiệm ai trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, và người cuối cùng giữ chức vụ Thứ trưởng, Phó Chủ nhiệm Ủy ban Dân tộc Việt Nam (lần 1) trong giai đoạn nào?
A) Võ Văn Thưởng - Nông Quốc Tuấn - từ 2008-01-28 đến 2009-04-21
B) Nguyễn Duy Giảng - Đỗ Mạnh Hiến - từ 2017 đến 2018
C) Đoàn Duy Thành - Phạm Minh Hạc - từ 2010 đến 2011
D) Nguyễn Văn Chia - Nguyễn Văn Yểu - từ 2009 đến 2010",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2008-01-28 đến 2009-04-21""]",Normal
52,"Võ Văn Thưởng kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người đó sinh ở đâu?
A) Trần Sự - Sóc Trăng
B) Ngô Minh Tiến - Đông Hưng
C) Vương Quốc Tuấn - Khánh Hòa
D) Nguyễn Xuân Phúc - Quảng Nam",2,"[""pol248258"", ""SUCCEEDED"", ""pol459014"", ""BORN_AT"", ""loc1463245_001""]",Normal
53,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng giữ chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh trong giai đoạn nào?
A) Đỗ Trung Tá - Nguyễn Quang Cường - từ 2015 đến 2017
B) Phạm Ngọc Việt - Nguyễn Nhân Chiến - từ 2030 đến 2032
C) Nguyễn Khắc Thủy - Nguyễn Văn Hiện - từ 2016 đến 2018
D) Trần Lưu Quang - Phan Văn Mãi - từ 2021-06-01 đến 2023-12-29",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2021-06-01 đến 2023-12-29""]",Normal
54,"Phan Như Lâm kế nhiệm ai trong chức vụ Chủ tịch Hội đồng Nhân dân Tp Đà Nẵng, và người đó nhận giải thưởng gì?
A) Nguyễn Minh Triết - Huy hiệu 40 năm tuổi Đảng
B) Phùng Thanh Kiểm - Kỷ niệm chương Vì sự nghiệp Báo chí Việt Nam
C) Trương Quang Được - Huân chương Hồ Chí Minh
D) Hồ Thanh Đình - Kỷ niệm chương Vì sự nghiệp vũ trang quần chúng",2,"[""pol15075013"", ""SUCCEEDED"", ""pol1462803"", ""AWARDED"", ""awa1462803_001""]",Normal
55,"Trần Công Thuật là tiền nhiệm của ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Bình, và người đó có học vị gì?
A) Trần Thắng - Cử nhân Kinh tế
B) Sùng A Hồng - Cử nhân hành chính
C) Hoàng Văn Toái - Tiến sĩ Tâm lí học
D) Trần Quốc Tỏ - Cử nhân Lịch sử Đảng",2,"[""pol1464867"", ""PRECEDED"", ""pol19604239"", ""HAS_ACADEMIC_TITLE"", ""aca13653301_001""]",Normal
56,"Đinh Đức Thiện là tiền nhiệm của ai trong chức vụ Chủ nhiệm Tổng cục Hậu cần, và người đó mất năm bao nhiêu?
A) Nguyễn Hồng Quân - 2018
B) Trần Sâm - 2009
C) Đặng Văn Xướng - 2016
D) Nguyễn Vĩnh Nghiệp - 2005",2,"[""pol10656"", ""PRECEDED"", ""pol60031"", ""DIED_YEAR"", ""YEAR_2009""]",Normal
57,"Phạm Minh Chính kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, và người đó giữ chức vụ Phó Trưởng ban Thường trực, Ban Chỉ đạo Quốc gia phòng chống dịch COVID-19 trong giai đoạn nào?
A) Phạm Văn Vọng - từ 2011 đến 2013
B) Hà Thị Quế - từ 2018 đến 2020
C) Vũ Đức Đam - từ 2021-08-25 đến 2023-01-05
D) Vũ Hùng Vương - từ 2029 đến 2031",2,"[""pol436788"", ""SUCCEEDED"", ""pol475335"", ""TERM_DURATION"", ""DURATION_từ 2021-08-25 đến 2023-01-05""]",Normal
58,"Phạm Đình Nghị kế nhiệm ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Nam Định, và người đó sinh ở đâu?
A) Nguyễn Văn Lưu - Sơn La
B) Trần Văn Phác - Thanh Hóa
C) Phan Văn Vĩnh - An Giang
D) Đoàn Hồng Phong - Nam Định",2,"[""pol3710418"", ""SUCCEEDED"", ""pol3229399"", ""BORN_AT"", ""loc3169162_001""]",Normal
59,"Trần Công Thuật kế nhiệm ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Bình, và người đó sinh năm bao nhiêu?
A) Nguyễn Hoàng Mai - 1948
B) Nguyễn Hữu Hoài - 1958
C) Đinh Tiến Dũng - 1961
D) Phùng Thanh Kiểm - 1961",2,"[""pol1464867"", ""SUCCEEDED"", ""pol3692252"", ""BORN_YEAR"", ""YEAR_1958""]",Normal
60,"Đỗ Mười là tiền nhiệm của ai trong chức vụ Chủ tịch Hội đồng Bộ trưởng, và người đó sinh năm bao nhiêu?
A) Phạm Hùng - 1912
B) Nguyễn Hữu Nghĩa - 1920
C) Trương Mỹ Hoa - 1917
D) Thuận Hữu, (Nguyễn Hữu Thuận) - 1917",2,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""BORN_YEAR"", ""YEAR_1912""]",Normal
61,"Đỗ Mười là tiền nhiệm của ai trong chức vụ Chủ tịch Hội đồng Bộ trưởng, và người đó mất năm bao nhiêu?
A) Phạm Hùng - 1988
B) Phùng Quang Thanh - 1997
C) Võ Văn Thưởng - 1979
D) Nguyễn Văn Du, Nguyễn Huy Du - 1998",2,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""DIED_YEAR"", ""YEAR_1988""]",Normal
62,"Nguyễn Khắc Định kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, và người đó giữ chức vụ Bí thư Tỉnh ủy Khánh Hòa trong giai đoạn nào?
A) Nguyễn Quyết, Nguyễn Tiến Văn - từ 2004 đến 2013
B) Lê Thanh Quang - từ 2010-09-30 đến 2019-10-19
C) Đỗ Xuân Công - từ 2008 đến 2017
D) Nguyễn Văn Trì - từ 2012 đến 2021",2,"[""pol3581718"", ""SUCCEEDED"", ""pol3708911"", ""TERM_DURATION"", ""DURATION_từ 2010-09-30 đến 2019-10-19""]",Normal
63,"Hoàng Văn Thái là tiền nhiệm của ai trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, và người đó tham gia chiến dịch nào?
A) Nguyễn Đình Lộc - Chiến dịch Đường 9 Nam Lào
B) Lê Văn Tuyến - Chiến dịch Hòa Bình
C) Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà - Kháng chiến chống Mỹ
D) Nguyễn Ngọc Bằng - Chiến dịch Trung Du",2,"[""pol8349"", ""PRECEDED"", ""pol13024"", ""FOUGHT_IN"", ""cam24330_001""]",Normal
64,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, và người đó có học vị gì?
A) Ngô Xuân Lộc - Tiến sỹ Luật học
B) Nguyễn Hữu Hoài - chuyên ngành Chăn nuôi thú y
C) Bùi Văn Tường, (Phạm Hưng) - Kĩ sư thủy điện
D) Trần Lưu Quang - Kĩ sư cơ khí chế tạo máy",2,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""HAS_ACADEMIC_TITLE"", ""aca798260_001""]",Normal
65,"Đoàn Quốc Cường là tiền nhiệm của ai trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Đồng Tháp, và người đó sinh ở đâu?
A) Lê Vĩnh Tân - Vĩnh Long
B) Cầm Ngọc Minh - Tuyên Quang
C) Trần Bá Thiều - Hải Phòng
D) Trần Thanh Hải - Quảng Trị",2,"[""pol3242856"", ""PRECEDED"", ""pol815834"", ""BORN_AT"", ""loc815834_001""]",Normal
66,"Võ Kim Cự là tiền nhiệm của ai trong chức vụ Phó Chủ tịch UBND tỉnh Hà Tĩnh, và người đó có học vị gì?
A) Nguyễn Phi Long - Phó tiến sĩ ngành giao thông vận tải đường bộ
B) Bùi Thanh Khiết - Cử nhân Chính trị học
C) Tôn Thiện Phương - Kĩ sư
D) Lê Đình Sơn - Kĩ sư Nông nghiệp",2,"[""pol1463202"", ""PRECEDED"", ""pol3281128"", ""HAS_ACADEMIC_TITLE"", ""aca805137_001""]",Normal
67,"Trần Lưu Quang là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người đó giữ chức vụ Bí thư Tỉnh ủy Bến Tre trong giai đoạn nào?
A) Lê Minh Hưng - từ 2020 đến 2022
B) Phan Văn Mãi - từ 2019-07-12 đến 2021-07-03
C) Trương Tấn Sang - từ 2024 đến 2026
D) Nguyễn Hoài Anh - từ 2028 đến 2030",2,"[""pol798260"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2019-07-12 đến 2021-07-03""]",Normal
68,"Tráng A Pao kế nhiệm ai trong chức vụ Chủ tịch Hội đồng Dân tộc của Quốc hội, và người đó mất năm bao nhiêu?
A) Phạm Văn Bảng - 2014
B) Hoàng Tùng - 2018
C) Cư Hòa Vần - 2010
D) Lương Tam Quang - 2000",2,"[""pol325220"", ""SUCCEEDED"", ""pol324798"", ""DIED_YEAR"", ""YEAR_2010""]",Normal
69,"Đào Đức Toàn là tiền nhiệm của ai trong chức vụ Trợ lý Tổng Bí thư, Phụ trách Văn phòng Tổng Bí thư, và người đó đã từng giữ chức vụ gì?
A) Trương Mỹ Hoa - Chánh Văn phòng Ủy ban nhân dân Thành phố Hồ Chí Minh
B) Phạm Văn Thịnh - Trưởng ban Dân vận và Mặt trận Trung ương
C) Tô Ân Xô - Chánh Văn phòng Bộ Công an
D) Vũ Ngọc Riềm - Ủy viên Đảng uỷ Quốc hội",2,"[""pol3699014"", ""PRECEDED"", ""pol13806127"", ""SERVED_AS"", ""pos11474320_004""]",Normal
70,"Phạm Hoài Nam là tiền nhiệm của ai trong chức vụ Tư lệnh Quân chủng Hải quân, và người đó giữ chức vụ Tư lệnh Quân chủng Hải quân trong giai đoạn nào?
A) Huỳnh Minh Chắc - từ 2014
B) Nguyễn Thị Nương - từ 2021
C) Nguyễn Anh Tuấn - từ 2023
D) Trần Thanh Nghiêm - từ 2020-09-11 đến nay",2,"[""pol3234339"", ""PRECEDED"", ""pol15254839"", ""TERM_DURATION"", ""DURATION_từ 2020-09-11 đến nay""]",Normal
71,"Đỗ Mười là tiền nhiệm của ai trong chức vụ Chủ tịch Hội đồng Bộ trưởng, và người đó phục vụ trong đơn vị nào?
A) Tôn Ngọc Hạnh - Quân đội nhân dân Việt Nam
B) Phạm Hùng - Công an nhân dân Việt Nam
C) Trần Thị Tâm Đan - Tổng cục Tình báo, Quân đội nhân dân Việt Nam
D) Phan Xuân Sang - Bộ Công An",2,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""SERVED_IN"", ""mil436788_001""]",Normal
72,"Nghiêm Xuân Thành là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, người đó kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, và người cuối cùng giữ chức vụ Bí thư Tỉnh ủy Khánh Hòa trong giai đoạn nào?
A) Nguyễn Khắc Định - Lê Thanh Quang - từ 2010-09-30 đến 2019-10-19
B) Vũ Việt Trang - Nguyễn Chánh, Chí Thuần - từ 2003 đến 2012
C) Võ Văn Thương - Trần Trí Dũng - từ 2003 đến 2012
D) Nguyễn Trường Giang - Hoàng Dân Mạc - từ 2018 đến 2027",3,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""SUCCEEDED"", ""pol3708911"", ""TERM_DURATION"", ""DURATION_từ 2010-09-30 đến 2019-10-19""]",Normal
73,"Phan Thị Thanh Tâm là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, và người đó sinh ở đâu?
A) Trần Đức Quận - Hải Phòng
B) Trần Quý Hai, (Bùi Chấn) - Hải Phòng
C) Nguyễn Văn Tính - Lâm Đồng
D) Võ Văn Thưởng - Hải Dương",2,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""BORN_AT"", ""loc248258_001""]",Normal
74,"Cao Đức Phát là tiền nhiệm của ai trong chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn, và người đó sinh ở đâu?
A) Vũ Viết Ngoạn - Lào
B) Nguyễn Xuân Cường - Hà Nội
C) Phùng Đình Thực - Singapore
D) Trương Tấn Thiệu - Long An",2,"[""pol108361"", ""PRECEDED"", ""pol3282589"", ""BORN_AT"", ""loc3698506_001""]",Normal
75,"Nguyễn Khắc Thận kế nhiệm ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Hưng Yên, và người đó sinh ở đâu?
A) Lê Thanh Hải - Lâm Đồng
B) Huỳnh Năm - Bình Thuận
C) Trần Quốc Văn - Hưng Yên
D) Đặng Việt Dũng - Thừa Thiên Huế",2,"[""pol19608952"", ""SUCCEEDED"", ""pol19604934"", ""BORN_AT"", ""loc11441242_001""]",Normal
76,"Nguyễn Minh Triết là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, và người đó tốt nghiệp trường nào?
A) Trần Đức Lương - Trường Đại học Mỏ-Địa chất Hà Nội
B) Hồ Đức Việt - Trường Đại học Khoa học Xã hội và Nhân văn
C) Trần Văn Vinh - Trường Đại học Luật Hà Nội
D) Phạm Ngọc Mậu - Trường Công an Bình Trị Thiên",2,"[""pol46776"", ""PRECEDED"", ""pol838"", ""ALUMNUS_OF"", ""alm838_001""]",Normal
77,"Trần Thị Nguyệt Thu là tiền nhiệm của ai trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng giữ chức vụ Thứ trưởng, Phó Chủ nhiệm Thường trực Văn phòng Chính phủ trong giai đoạn nào?
A) Lê Vân - Nguyễn Hữu Thọ - Nguyễn Thọ Chân - từ 2007 đến 2008
B) Phan Thị Thanh Tâm - Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2006-06-01 đến 2007-08-02
C) Nguyễn Văn Lộc - Nguyễn Văn Tùng - Tạ Ngọc Tấn - từ 1996 đến 1997
D) Trần Đức Lương - Bùi Văn Khánh - Đặng Thuần Phong - từ 2000 đến 2001",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2006-06-01 đến 2007-08-02""]",Normal
78,"Quản Minh Cường là tiền nhiệm của ai trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, người đó là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, và người cuối cùng sinh ở đâu?
A) Tiến sĩ, Đỗ Trọng Hưng - Đỗ Quốc Sam - Yên Bái
B) Nguyễn Hồng Nam - Đặng Xuân Phong - Hà Giang
C) Nguyễn Văn Linh - Phan Thanh Bình - An Giang
D) Phạm Minh Chính - Nguyễn Văn Đọc - Hải Phòng",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol3282315"", ""BORN_AT"", ""loc475335_001""]",Normal
